customer_id,model,sales_price,sales_ts,VIN
324914,Model D,87841.57,2021-12-08 22:59:46,5QLMXEFJ0K4R
803618,Model R,105754.38,2021-12-09 20:23:58,RTLS78UULFFZ
589184,Model C,82591.45,2021-12-10 03:01:46,B7WB3R2DKHC8
659398,Model C,80012.41,2021-12-10 03:39:18,EMBYIRC3ISC2
747494,Model D,79844.89,2021-12-10 11:51:54,R3W45V0ZXEKP
207744,Model D,85213.88,2021-12-11 09:39:23,TR102YQNGYKN
121806,Model C,67029.44,2021-12-11 10:36:48,7AVEAQT1LMV7
942847,Model D,87309.97,2021-12-11 21:28:33,FOCK3CKM30NX
904067,Model D,80110.58,2021-12-11 22:59:44,1UO4ODVNMUTA
816309,Model R,95110.38,2021-12-12 15:05:29,661LF6JYIOA2
824367,Model D,95031.74,2021-12-12 15:57:14,NPLBNSOZUYU2
649531,Model R,113543.88,2021-12-12 16:38:06,05H0WJAV2AU2
832021,Model C,82570.08,2021-12-12 22:30:05,EHZ3XFVNT8I3
122452,Model C,79451.83,2021-12-13 01:58:07,Z5AQYEEH5D9A
857548,Model D,94213.49,2021-12-13 03:23:29,PTXLO6RPTMK1
273544,Model D,86723.68,2021-12-13 06:38:14,BYFNH6TP7PBX
157694,Model R,114679.37,2021-12-13 15:37:01,DCFP770C78H0
213706,Model R,117393.91,2021-12-13 16:46:55,3OW8X3IB2JBK
196937,Model C,69738.46,2021-12-13 21:17:29,M11ZUI94WUSI
332303,Model R,102768.38,2021-12-14 01:17:02,TIQJEZI1C2ZN
181322,Model R,113777.91,2021-12-14 03:11:35,ZK2HQ71HS18J
206668,Model D,84296.63,2021-12-14 03:55:34,K2C3Z4URQXA3
774961,Model D,77920.5,2021-12-14 03:56:33,E8TC9Z0ZPI97
259744,Model R,100363.33,2021-12-14 14:38:28,T143GE9GJKV3
817723,Model D,93146.48,2021-12-14 15:28:44,3FRLMS2F5I8D
390083,Model C,84567.08,2021-12-14 18:23:40,QJJ3ZS42CMIB
428159,Model C,70690.95,2021-12-14 20:49:01,7PT2733XZO5W
617566,Model R,115553.89,2021-12-14 22:38:56,FHSOSXN6XO2V
955574,Model D,76389.18,2021-12-15 03:02:18,A03OT8E4DDEJ
567204,Model R,101728.12,2021-12-15 03:44:40,PB61K5BHMYXQ
700743,Model R,108802.88,2021-12-15 04:18:33,4QE495PR85BZ
287843,Model D,95605.28,2021-12-15 11:51:05,F64NT4BKA2W5
764621,Model D,95978.88,2021-12-15 13:50:28,TOGUWWKGQ1KK
735415,Model R,111156.96,2021-12-15 15:56:59,U60PUGV6GYD5
278839,Model R,117429.54,2021-12-15 18:53:10,ZKMMGDK2E8DD
391749,Model R,93058.72,2021-12-15 22:54:02,3H6G1L02RL13
177476,Model R,96473.66,2021-12-16 00:02:14,W7I4NSAN9DMY
153414,Model R,116147.11,2021-12-16 00:21:45,XIH6WR9RUT6O
772833,Model R,103359.62,2021-12-16 06:41:20,8SVCDKGAAQJV
624234,Model C,70916.34,2021-12-16 08:27:08,V305UOVJD1KE
207613,Model D,83345.94,2021-12-16 09:57:28,ZRP2TMCWATZG
566842,Model R,112422.32,2021-12-16 18:54:35,S5I31770MVF9
941391,Model D,92761.05,2021-12-16 20:11:28,AZWMM4XKE58F
571236,Model R,114992.97,2021-12-17 01:41:58,W6XMU516KRUT
989622,Model D,74784.94,2021-12-17 02:43:24,XZ2S8UAZSMEG
158488,Model C,65480.47,2021-12-17 03:23:31,IDN1E066BH5M
221589,Model R,94407.8,2021-12-17 04:26:22,I5A1PJWWXR76
920642,Model C,73415.6,2021-12-17 04:43:43,1I1W09CFE5PF
268340,Model C,71431.68,2021-12-17 07:52:09,GDJ18IH4OUIU
682089,Model D,88965.33,2021-12-17 09:19:11,GDLB5U6YB7G7
120083,Model R,103900.51,2021-12-17 11:17:21,AKSTE3WJMK3Y
695861,Model D,94579.69,2021-12-17 22:51:44,IDJ6MGIC7L5J
963460,Model D,74656.51,2021-12-17 23:44:14,WQ1L7Q465H70
583218,Model R,108813.14,2021-12-18 02:30:56,JTQC04Z8M9SW
191683,Model C,70370.78,2021-12-18 05:09:00,J4FXQXNNNQYW
966866,Model C,77330.08,2021-12-18 05:51:16,L45FNL64PS7F
534950,Model D,83175.02,2021-12-18 10:38:11,TTT1WSG65FHV
145691,Model D,92027.01,2021-12-18 23:50:37,VIZSWOMVQ72R
272584,Model C,68915.39,2021-12-19 02:11:24,JZ4LU3X2SPHQ
591415,Model D,75909.91,2021-12-19 05:04:48,FXUKLZGBGLS1
657663,Model D,92673.98,2021-12-19 06:10:39,0MW6O3W6CR59
239554,Model D,80150.98,2021-12-19 07:19:31,829UQN9EEYSZ
359583,Model D,88312.82,2021-12-19 21:12:44,W5FXEHB3SKOC
688971,Model R,110764.68,2021-12-20 02:38:58,N81ZNQNK9S90
758330,Model D,77891.42,2021-12-20 04:59:45,JXQHORZ0PWQZ
612930,Model D,89374.56,2021-12-20 15:21:12,3GRKOUBVIM9H
497147,Model D,78097.68,2021-12-20 18:18:01,C5SLVF1OU8JR
178353,Model D,90724.31,2021-12-20 23:44:30,NYZTZ7VYYFQU
878380,Model C,73766.17,2021-12-21 11:11:46,MY22FXZ9HKGZ
153911,Model D,78421.76,2021-12-21 13:50:25,EW0N8JRDKSSB
591797,Model R,97897.68,2021-12-21 19:21:39,WXLGSUN3442N
405494,Model R,100125.46,2021-12-22 17:33:34,H7AZC77MXWI6
175103,Model C,80464.65,2021-12-22 19:35:59,XBH9GSEFRTYZ
639502,Model D,83874.66,2021-12-22 20:56:06,669C92QZMIZ9
326776,Model C,80302.05,2021-12-22 21:35:13,664OUFFOICD5
448223,Model C,69695.92,2021-12-22 21:52:13,DF4S37ZORCWT
724134,Model D,89627.51,2021-12-22 23:36:01,JVOKPF8PT3BN
497874,Model D,91275.01,2021-12-23 00:21:29,JA43HLNVSM0X
664396,Model C,74590.36,2021-12-23 01:17:14,I4J0RPAZPHYR
753300,Model D,80833.84,2021-12-23 03:20:27,JEKQ20S2ZDTB
265803,Model C,69039.69,2021-12-23 04:57:58,J5BNPNFJRKCA
680437,Model C,75416.61,2021-12-23 09:01:31,7L3VX2PWG1UW
111353,Model R,104179.61,2021-12-23 16:24:29,Z6OACFRKP7NS
772508,Model D,75469.86,2021-12-23 20:45:42,M3LE5RIFESSH
752482,Model R,105716.94,2021-12-24 00:51:01,RCRJGBHEPRNV
264443,Model C,83087.59,2021-12-24 03:25:06,PAH4WY3IJ9TR
484867,Model D,80385.25,2021-12-24 11:52:04,UCCJ842QZ5O4
802467,Model R,114385.93,2021-12-24 16:56:29,5GJ0P9CVBUG6
509999,Model D,81768.32,2021-12-24 17:23:13,SQN4M8SSAUS7
320573,Model C,68903.0,2021-12-25 04:10:07,A02DW9KLDT9Y
726508,Model R,109967.16,2021-12-25 19:43:59,F42R0DM7DFPC
906873,Model C,83600.58,2021-12-25 23:51:54,ES7LVIRCNLMV
835445,Model R,116613.76,2021-12-26 01:16:59,ZHDF14N6QT4H
330054,Model R,99674.12,2021-12-26 06:35:56,KIOWZNUC32A9
482323,Model R,111408.34,2021-12-26 15:56:23,LNZC7HDM8WQM
227583,Model R,97267.38,2021-12-26 18:40:05,98VZK8EZ3YWJ
320265,Model C,82138.13,2021-12-26 21:39:04,PZ5EA3CHJ797
702834,Model C,82470.77,2021-12-27 05:35:28,0SNETTWGDAEU
460813,Model D,91577.79,2021-12-27 07:25:32,XG2R7FG64MWV
336311,Model R,117217.47,2021-12-27 10:21:01,QAJT51IGFFTR
730367,Model R,103122.06,2021-12-27 18:37:20,2949Z6ZD00NW
531162,Model R,113463.77,2021-12-27 20:45:40,CYM1NXQSP276
570353,Model R,104568.7,2021-12-28 07:06:30,7F9NV7NQO0LB
803365,Model R,110650.65,2021-12-28 07:31:09,O39SCRUF5XEF
174174,Model D,81442.32,2021-12-28 10:19:33,ML918UGNL3T4
266572,Model R,92476.75,2021-12-28 17:21:45,8Y2WDRFPXXXZ
351505,Model D,96142.12,2021-12-28 18:35:13,KH1YXV08JORI
475408,Model D,79151.05,2021-12-28 19:20:20,9HWSKZ41HW8Q
659994,Model D,77967.14,2021-12-28 22:46:19,TBKGNGC9BGLE
322247,Model R,100327.29,2021-12-29 12:57:57,TBX7ZLZCHVBY
366961,Model C,84420.1,2021-12-29 22:59:26,ZMSQXTCAI1ES
192688,Model R,104974.55,2021-12-30 00:37:35,MZ2T95RP5WEJ
785736,Model D,86039.81,2021-12-30 07:56:42,KQ0XAY0XH315
385751,Model R,109157.39,2021-12-30 08:15:47,WCVG5J7SVF6M
588024,Model R,107796.76,2022-01-01 00:27:45,SDIP5KNAJBWJ
694875,Model D,90809.95,2022-01-01 03:13:17,OVUFT6G9O4MT
828184,Model C,65848.06,2022-01-01 06:28:10,V19QTO79CDW3
744110,Model R,94859.11,2022-01-01 07:24:54,ENPP91FAD031
987132,Model C,80188.2,2022-01-01 07:40:33,92L7O0HHPHLG
352008,Model D,92483.99,2022-01-01 09:18:01,LCOL7KM3JH3F
185527,Model C,80502.95,2022-01-01 09:38:49,AUXKUV7MNBH9
438079,Model R,95715.48,2022-01-01 11:21:52,HE8DN9CFJXIQ
752997,Model D,94848.05,2022-01-01 11:49:04,ZG7ZCM0EP68O
517144,Model D,87988.08,2022-01-01 15:51:30,LTW2L4X3YAS7
791265,Model C,73094.37,2022-01-01 18:28:55,HJD6UC7IRDNE
285928,Model D,79013.21,2022-01-01 20:29:56,EMQTHRKZ00JN
944357,Model R,102999.82,2022-01-01 21:03:00,S650CR7UYTP5
426801,Model R,119522.8,2022-01-01 22:00:47,3S3UOSVYPYG6
932240,Model R,107195.81,2022-01-01 23:06:20,8JGVZNUJWJGE
405813,Model D,84154.47,2022-01-02 01:06:32,Z81DJWLMH45N
502962,Model D,96028.39,2022-01-02 01:47:26,GY2CUVUQC8Y8
124781,Model D,91236.18,2022-01-02 02:52:08,UTE2MTHH9BV6
884001,Model D,74343.86,2022-01-02 04:57:54,6WO86T1O6S1Q
429183,Model R,103777.04,2022-01-02 07:10:01,1OKZGKEY4C7N
302526,Model R,101909.56,2022-01-02 12:03:00,JF9Z2LBKD58W
995122,Model D,75760.13,2022-01-02 17:30:31,2984MF85SVRW
326424,Model R,103799.0,2022-01-02 18:02:40,HT4FN4UNZ4N6
414105,Model D,88547.97,2022-01-02 20:20:59,34T1U2TUH873
446108,Model D,80649.3,2022-01-02 22:56:18,LOVT00JDUDO8
734411,Model D,87259.9,2022-01-03 01:43:44,7YO0ACMVR000
218159,Model D,86289.56,2022-01-03 02:20:51,1IY3F0GN93MQ
418835,Model R,92873.16,2022-01-03 04:20:04,8ZV1VV59CYPF
315896,Model C,75838.45,2022-01-03 05:47:27,1809GHXXFN12
787993,Model C,74489.69,2022-01-03 07:09:10,YO6WJWK8ZALH
787956,Model C,67856.0,2022-01-03 07:59:17,M56SRJF1O8OQ
970298,Model C,72738.61,2022-01-03 10:00:38,6207L4DQETIP
354790,Model C,74013.45,2022-01-03 11:53:53,4S6AZ024ZR4G
853630,Model C,73776.5,2022-01-03 12:28:41,34YU7T5S8OCS
437767,Model D,81755.03,2022-01-03 12:39:00,RGM7BK82H1VQ
519877,Model C,75212.71,2022-01-03 12:48:07,IRNX7ZRWXFG6
212308,Model C,76512.26,2022-01-03 13:02:12,W05WQ76JJ4F0
778183,Model R,109790.43,2022-01-03 14:18:26,5DWFNU87UQJD
318276,Model C,77553.73,2022-01-03 14:19:16,746YM69W4G6I
688708,Model D,84603.01,2022-01-03 21:26:49,07LFKTTUZGS7
550502,Model R,101555.11,2022-01-03 23:51:21,46H21ODNVOJO
955678,Model C,67966.48,2022-01-04 00:53:55,4G4LCTE00D1N
151831,Model C,79222.38,2022-01-04 01:32:09,PO16KTJ9CSGD
631995,Model C,84060.2,2022-01-04 01:38:24,6WYWMZ4SGNV4
978160,Model C,83864.27,2022-01-04 01:48:35,2AWRREHT2VET
989153,Model C,65658.87,2022-01-04 02:43:36,40HEBP0T77B3
552307,Model D,85772.52,2022-01-04 04:05:41,E2CMDB7MGUJB
816869,Model D,76529.0,2022-01-04 05:36:47,3NIZ9KTXPZ1N
170149,Model D,90154.29,2022-01-04 11:08:15,1GC8X1YFU96Y
892233,Model R,95794.12,2022-01-04 12:38:35,UD58AQTE1ZKP
988938,Model R,103440.17,2022-01-04 13:15:37,LHKNDYYVGZZL
221536,Model C,75383.76,2022-01-04 14:48:48,WGFLVBYVHDRE
516006,Model D,79699.6,2022-01-04 15:53:54,ZSC9D0Q1OITW
379278,Model D,86195.7,2022-01-04 20:37:14,PHYSHXV4G084
480101,Model C,81656.15,2022-01-04 21:15:34,4F2NP0J3DKU0
456345,Model R,119264.87,2022-01-04 23:36:44,8X2L7YO5PX29
498211,Model D,93403.15,2022-01-05 01:59:32,7ES2PDBN89GJ
774293,Model D,82180.22,2022-01-05 04:05:43,KUXOJ83VW5TA
908873,Model C,70106.82,2022-01-05 06:07:03,XR4V7T5VQ9TD
247706,Model R,98558.96,2022-01-05 06:27:17,EMVM9AG6RR27
379856,Model R,106434.36,2022-01-05 06:28:02,GKIEDU0V2QXC
755202,Model D,89397.21,2022-01-05 07:26:50,Y770XTTS1K8W
501710,Model D,76074.09,2022-01-05 07:42:03,ZCJAPC2VWGH4
517014,Model R,105094.5,2022-01-05 08:06:55,FBC8XAVIJGET
418890,Model C,69932.77,2022-01-05 10:43:24,G30RYNGC4BYU
587445,Model C,83574.52,2022-01-05 12:54:30,05AXNK3Z6OJH
704705,Model C,81038.07,2022-01-05 14:00:35,SVBFTTY1XTYT
474416,Model R,118089.58,2022-01-05 14:40:20,A670JHJP35Y9
537349,Model D,83130.87,2022-01-05 15:33:18,TLFLJCITGP0G
284967,Model C,71306.0,2022-01-05 17:27:35,6KI63PDBSBIF
884315,Model R,97347.27,2022-01-05 19:27:54,4XK41V4S0WTH
231713,Model D,92767.28,2022-01-06 01:16:35,MKJ1OAB7ILB5
265166,Model R,96951.99,2022-01-06 10:30:12,HNXA7D674NK1
908586,Model C,68964.62,2022-01-06 11:00:58,Y6ZPHBL3GB4V
319488,Model R,93535.82,2022-01-06 11:32:14,YJN5V2HRVLAB
968981,Model C,75666.59,2022-01-06 17:32:21,ZPJ3W2DDU5NV
873037,Model C,76895.33,2022-01-06 17:47:00,U89S3QMK6GL5
427344,Model C,73230.2,2022-01-06 20:15:26,FKWET0PR4SYN
490618,Model R,93210.52,2022-01-06 20:35:43,XZXP24TAFIPI
118135,Model C,72590.28,2022-01-06 21:21:31,P8T2LC6P5T3U
991446,Model C,69339.81,2022-01-07 00:39:21,JO2ZVCTZCEPH
309859,Model R,113166.16,2022-01-07 02:35:28,ZT0FG3HFSJ0M
818501,Model C,71830.34,2022-01-07 03:20:35,KWB46ET12JV0
453752,Model D,91833.41,2022-01-07 08:14:30,ESD9BD1NFEXQ
924129,Model D,78052.08,2022-01-07 10:22:49,A1LF8INXV34F
891279,Model D,96335.56,2022-01-07 11:00:53,P8IGQTLLLNPW
212633,Model R,106845.62,2022-01-07 12:00:59,WXR3URVBVXXE
600394,Model R,106762.8,2022-01-07 13:22:28,LZLFZ6KHB0H4
606351,Model C,74706.51,2022-01-07 13:53:04,81NH9DWGIS30
546333,Model D,89068.71,2022-01-07 23:48:09,GFGS3NKBTB30
871587,Model D,91970.3,2022-01-08 01:00:48,ON9625ZJOZS1
282659,Model C,84398.92,2022-01-08 01:16:23,HDD5IWCCZ5NQ
335968,Model R,99553.79,2022-01-08 04:30:54,K7MPVLKO7U4P
175871,Model C,73929.5,2022-01-08 06:15:40,8S5W9B60O69U
321639,Model D,81629.32,2022-01-08 08:08:21,0S05AJ6YLINQ
459396,Model R,94812.36,2022-01-08 09:23:19,76BU4XWCDZC9
193862,Model C,76556.33,2022-01-08 11:06:07,NAG4CS113XVV
334847,Model R,107928.53,2022-01-08 11:19:14,ICKNF50XNP49
239692,Model R,108109.08,2022-01-08 14:30:38,NTHIMDDCLA6T
766469,Model R,107676.4,2022-01-08 18:13:06,764P78GEP93B
233977,Model C,79592.37,2022-01-08 19:01:41,0AY2Q888VPYH
557176,Model C,69703.31,2022-01-09 00:30:51,AL5TR3RFIYLD
749057,Model D,94595.16,2022-01-09 01:08:29,JRXGIBEAOK60
880661,Model C,81995.71,2022-01-09 05:29:47,U1CTUZBI70MI
784669,Model R,103004.33,2022-01-09 07:59:06,SRHN8LOSTW5S
630241,Model D,89691.91,2022-01-09 08:22:03,FOKH60GHO1NS
877888,Model R,107261.16,2022-01-09 09:00:18,YMASG70Q938X
622135,Model D,86039.59,2022-01-09 10:36:18,S1T3KZFZJ46K
930143,Model C,77794.69,2022-01-09 12:59:04,H2LRUCQXFNZB
119933,Model R,96767.02,2022-01-09 19:16:21,0Z48WUIAN3V3
925756,Model C,84480.05,2022-01-09 23:12:36,PBBXZI6UMP9X
191540,Model D,89258.53,2022-01-10 02:08:50,67HGV9RVWSLZ
815751,Model D,95019.06,2022-01-10 03:03:22,6OV6DN0997T2
501324,Model R,100203.94,2022-01-10 03:42:49,IO5C8PFER6A3
642713,Model C,79449.95,2022-01-10 06:05:15,3GDMS1MB4HOZ
593924,Model D,82758.37,2022-01-10 07:13:05,JXZ1JXOUZCFY
948605,Model R,94123.91,2022-01-10 09:38:01,ZZSLJVFKMH9G
920689,Model D,81830.92,2022-01-10 10:18:55,7Q83BXOG0PHN
829099,Model C,70706.43,2022-01-10 11:35:50,E0YTW2VI0Q1H
138526,Model R,115513.32,2022-01-10 12:55:10,7QS5HVACBZ5J
147510,Model D,86124.04,2022-01-10 13:44:46,LY6XRUS9F6AA
159419,Model C,81614.08,2022-01-10 17:37:29,H4G01S4MLVE4
889498,Model C,71128.14,2022-01-10 18:58:19,WGDZY2975ROG
929972,Model C,66906.69,2022-01-10 20:25:21,TZ9YPGETOV39
118490,Model D,80479.35,2022-01-10 22:40:00,DDZPE9OIDJ7E
497880,Model D,77906.89,2022-01-10 23:25:46,Q7QUQLZ11FU4
522652,Model D,79640.77,2022-01-10 23:29:39,4APU28II6ZR9
326566,Model D,84329.71,2022-01-10 23:56:31,R36DUDUEAH1L
880737,Model D,85773.07,2022-01-11 00:14:35,FW7MU8WNUX3Q
544068,Model D,76278.43,2022-01-11 02:35:29,UEANEHU6S42W
549285,Model R,110888.54,2022-01-11 03:40:40,F6SEEQCOJF3W
811485,Model R,114678.27,2022-01-11 05:27:06,4JE5ZGS93W8U
693795,Model R,119413.2,2022-01-11 08:21:58,OX8ATVYRYJLM
120553,Model R,101606.9,2022-01-11 09:09:52,RY0GLHIN2NOT
236740,Model D,87693.77,2022-01-11 09:48:33,ADR6O3LMJXHA
181250,Model C,83592.83,2022-01-11 11:17:55,7OJBRKPMF9QE
766059,Model D,83536.89,2022-01-11 14:19:57,HNZ5ZKFHNM4O
966112,Model C,82461.65,2022-01-11 15:18:16,O81XEJA0BX46
722257,Model R,110166.47,2022-01-11 15:23:05,A2WS6NEI7IFM
845076,Model C,84120.91,2022-01-11 18:49:03,YAH7UNL8QW6P
344303,Model C,72553.24,2022-01-11 18:55:48,26T6JLL17CKW
315725,Model C,68326.8,2022-01-12 00:05:07,1JWWD0UAVFRX
196497,Model D,82944.31,2022-01-12 03:18:54,4Q25TCRGUASW
933676,Model D,85967.06,2022-01-12 04:40:33,WQ8A9T4CE07E
796021,Model C,67752.18,2022-01-12 04:56:43,TRYPYLMRXE7D
762685,Model R,114140.09,2022-01-12 06:45:58,ETQ6S3DX27B8
863879,Model D,83498.42,2022-01-12 09:56:13,T8T9J46G1SSC
926109,Model D,87352.11,2022-01-12 09:58:31,VYBOAYM06X92
832394,Model D,94073.46,2022-01-12 10:46:45,3CCH33RZTEEJ
507232,Model C,77592.79,2022-01-12 14:32:53,CW21AYDNX8RW
604009,Model C,72066.87,2022-01-12 14:38:43,Z2A1WBS2KO8S
170647,Model C,74421.36,2022-01-12 15:40:21,Y65JOYVHFK9U
201029,Model D,96032.52,2022-01-12 16:55:27,ZOW42T2AN3IA
247571,Model R,109426.11,2022-01-12 17:17:07,S1GMUQH1UXRN
310428,Model D,74653.05,2022-01-12 18:45:03,I0WGDGC3RGNF
899955,Model C,72148.07,2022-01-12 20:06:41,WUX02BNP61SY
355913,Model D,79691.48,2022-01-13 00:09:51,ZM1QO9CR5YZ9
777584,Model D,76136.74,2022-01-13 03:18:05,VEH5PX59LVJE
473208,Model C,74816.2,2022-01-13 04:24:27,KZX7DQONXKRC
304469,Model D,77117.27,2022-01-13 05:58:20,60QVQI4F81BK
470811,Model R,94755.32,2022-01-13 08:33:39,KH8EL1EENLBF
257696,Model R,95524.13,2022-01-13 11:22:21,VD1813OPOFMO
343992,Model C,80618.89,2022-01-13 12:26:39,VXVVL65TSKO4
883337,Model D,90789.06,2022-01-13 12:30:35,JCJX3LZTEJMX
460374,Model D,83834.73,2022-01-13 13:51:38,16HTCTQ370W6
397551,Model C,68595.83,2022-01-13 16:47:31,VEKH6QTWRX06
774910,Model R,112495.69,2022-01-13 17:56:41,GJ34J5X24UF6
905290,Model D,79724.2,2022-01-13 21:20:03,FTLCE3E0VW3V
730012,Model R,110334.14,2022-01-13 22:52:58,NRLSAANEQRAT
518509,Model R,116485.89,2022-01-14 01:33:01,VJUQT03K28L9
844536,Model C,70832.85,2022-01-14 01:58:50,TS1B4J6UI62I
844153,Model R,117834.31,2022-01-14 08:21:37,VFUK3WR87KSX
709537,Model C,66256.51,2022-01-14 12:11:27,3YUAIMK0ZDPT
774616,Model C,68671.9,2022-01-14 13:02:47,5SU3KWJ0T71X
134479,Model D,84413.62,2022-01-14 16:49:14,BJJNQEGJ1VZI
543128,Model R,111803.69,2022-01-14 18:18:39,Z157NRDEVON0
642799,Model R,117441.65,2022-01-14 22:20:25,CXLZUGX8LC4X
779203,Model D,84368.91,2022-01-14 22:58:45,5RK25MV3U89Y
734106,Model C,71433.97,2022-01-15 01:02:37,943XG0N076RO
347001,Model R,103297.17,2022-01-15 02:46:20,02VWS04VXT3B
783087,Model R,93281.6,2022-01-15 06:36:52,ZA78Z3U39FV2
641059,Model D,83084.57,2022-01-15 08:12:11,3TNKYSML263B
546522,Model D,78070.06,2022-01-15 13:08:03,9CFV428SYJY6
194908,Model C,79123.25,2022-01-15 13:29:12,O1B4ID1UT2GF
872032,Model C,65590.1,2022-01-15 13:30:44,FVBWAIBROIKQ
180692,Model C,79952.15,2022-01-15 15:27:59,46HW6E04ZS3Z
538316,Model C,82795.47,2022-01-15 17:03:45,NTONPH1JHEKJ
770666,Model C,71951.94,2022-01-15 17:23:48,IAQFA17M6B5Y
442814,Model R,97663.0,2022-01-15 18:01:13,OWTLR3YVJ5NQ
132264,Model C,67838.77,2022-01-15 20:07:05,XI4745ID25K2
770996,Model C,73174.11,2022-01-15 21:05:31,5B8ISGYMQJ0H
352037,Model D,74827.69,2022-01-16 00:42:22,9OPDE8QJ1900
300500,Model C,68975.33,2022-01-16 01:01:30,FCVPSXSIZ3KG
978822,Model D,82137.75,2022-01-16 01:52:47,VVONIIEW08U0
363614,Model D,92075.32,2022-01-16 05:12:40,AX4KW7QGMWMF
810648,Model C,72187.18,2022-01-16 06:22:21,0SLM0956X5IR
353822,Model R,94392.69,2022-01-16 06:53:37,P8L7BMZJA4WK
970076,Model R,101328.01,2022-01-16 07:07:41,LZO4QERCX9NT
692463,Model C,70658.52,2022-01-16 07:25:17,Q48T1OFMV9G3
505711,Model D,84505.88,2022-01-16 07:48:51,9I1QS82ZTGAK
945141,Model R,106108.4,2022-01-16 07:49:45,TBX30BOIOJYQ
749670,Model D,81440.18,2022-01-16 09:37:46,G9DUSSIMMCI7
807076,Model R,104166.64,2022-01-16 12:13:28,1S9EKOX1YVXO
415580,Model D,77313.15,2022-01-16 13:53:06,MD5JS7RGNGYQ
509741,Model D,94148.74,2022-01-16 14:32:45,MXAP3XH86IKC
827172,Model R,109779.21,2022-01-16 15:15:40,ZNFXL6TZXEXN
885933,Model R,95105.05,2022-01-16 17:16:30,8XBBCKOG3UMO
424917,Model C,78757.52,2022-01-16 20:12:23,NK1955XRIOGW
229582,Model D,87838.88,2022-01-16 21:17:29,1YXSCI2E1061
325867,Model R,101078.54,2022-01-16 21:18:16,E4F73DP2VFS0
863122,Model D,76428.99,2022-01-17 00:14:02,3VKSDW30X6AA
307317,Model R,98286.78,2022-01-17 01:36:49,G01OHIIN3HAJ
491336,Model D,74484.77,2022-01-17 01:55:27,YSUORJPVXIMV
651169,Model C,71063.6,2022-01-17 04:24:15,PRQ7WIX0JXTB
980953,Model C,73121.1,2022-01-17 05:20:24,U1OW6HTMIASZ
270345,Model D,84119.55,2022-01-17 05:55:56,GYE8DJOSNO2S
881906,Model C,70985.65,2022-01-17 06:38:53,RHK0E69UMUIV
968704,Model R,100260.87,2022-01-17 07:41:50,ATPC02IRJVNU
930342,Model D,78861.73,2022-01-17 07:45:30,39H5EKAA4IY9
